"","YEAR","AGE","WT","Selectivity","MAT"
"92",2006,2,19.3584158415842,0.0734894659075746,0.00206408213615285
"145",2006,3,50.9346153846154,0.7889861770415,0.0383912799434544
"198",2006,4,105.891648351648,0.987968938264735,0.435228229668284
"251",2006,5,153.9872909699,0.992620098661725,0.937007463439708
"304",2006,6,180.766925064599,0.999373858195218,0.996529227004924
"357",2006,7,206.167484662577,1,0.999819595263437
"410",2006,8,234.072368421053,0.996262617912036,0.999990652136663
"463",2006,9,257.01935483871,0.993252666505104,0.99999951570908
"516",2006,10,249.52,0.992170642276808,0.999999974910232
"569",2006,11,269.4,0.994283161943443,0.999999998700169
"622",2006,12,284.2,0.987996371012039,0.999999999932659
"40",2007,1,0,1.80291002949247e-10,0
"93",2007,2,18.2333333333333,0.0741113418744357,9.11035606921937e-05
"146",2007,3,53.935407136322,0.757497243867797,0.0188748742032887
"199",2007,4,115.878354978355,0.952304948999995,0.802451266564427
"252",2007,5,153.634294871795,0.974028443877768,0.998835432211767
"305",2007,6,195.375,0.996592767499205,0.999994478161682
"358",2007,7,215.497820163488,1,0.999999973848216
"411",2007,8,248.002142857143,0.999240170087125,0.999999999876144
"464",2007,9,276.263157894737,0.997185564023188,0.999999999999413
"517",2007,10,261.652631578947,0.996527226875911,0.999999999999997
"570",2007,11,316.36,0.994096606854633,1
"623",2007,12,246.1,0.997969742013644,1
"41",2008,1,0,1.91119613258833e-10,0
"94",2008,2,18.0783333333333,0.0773306406361616,0.000481980808382257
"147",2008,3,41.3517766497462,0.508960531642568,0.0274079337948952
"200",2008,4,107.461578044597,1,0.622191327337202
"253",2008,5,161.066573033708,0.996902464697205,0.989716233496622
"306",2008,6,193.543805309735,0.996056750246565,0.999822230256376
"359",2008,7,223.57,0.994676680641292,0.999996957523168
"412",2008,8,243.897058823529,0.993643535034983,0.999999947937847
"465",2008,9,263.676086956522,0.992587638908758,0.999999999109127
"518",2008,10,273.360869565217,0.992082283090994,0.999999999984756
"571",2008,11,305.24,0.991222017046949,0.999999999999739
"624",2008,12,323.2,0.990041467117998,0.999999999999996
"42",2009,1,0,1.89433211909334e-10,0
"95",2009,2,7.445,0.0027502082890683,0.000680822815496743
"148",2009,3,42.1593301435407,0.564040677225886,0.0246958349110155
"201",2009,4,97.4007936507937,0.99318581219755,0.484829119472085
"254",2009,5,149.739465240642,0.996189659261711,0.972204998265819
"307",2009,6,180.998324022346,0.999443239149006,0.999231363227056
"360",2009,7,216.363120567376,1,0.999979303716827
"413",2009,8,248.714788732394,0.999337047648106,0.999999443138299
"466",2009,9,265.772131147541,0.998859078383138,0.999999985017171
"519",2009,10,274.7328125,0.998586836036472,0.999999999596875
"572",2009,11,281.875,0.998332108203364,0.999999999989154
"625",2009,12,325.9,0.996773211540879,0.999999999999708
"43",2010,1,0,1.86471715280699e-10,0
"96",2010,2,15.4,0.0299094609265889,0.000373006106983239
"149",2010,3,38.1420616113744,0.521962729390777,0.0162459806315819
"202",2010,4,78.0411764705882,0.978050770395698,0.422256264168832
"255",2010,5,126.546031746032,0.984525705904909,0.970011510730675
"308",2010,6,163.791954022989,0.994575651707274,0.9993019396254
"361",2010,7,195.390833333333,1,0.999984216331301
"414",2010,8,222.268918918919,0.999996528164799,0.999999643357404
"467",2010,9,250.429203539823,0.998887257517894,0.999999991941543
"520",2010,10,261.863917525773,0.99844683875627,0.999999999817917
"573",2010,11,263.88,0.998320507883399,0.999999999995886
"626",2010,12,270.527272727273,0.9979836619248,0.999999999999907
"44",2011,1,0,1.82617626810364e-10,0
"97",2011,2,18.3279569892473,0.0486359072182295,0.000532482116677106
"150",2011,3,45.3176870748299,0.607626937299261,0.0188615249456931
"203",2011,4,85.2269392033543,0.958207186486995,0.409568288772457
"256",2011,5,128.08152958153,0.967522471407783,0.961583295408337
"309",2011,6,160.033737864078,0.98472294165196,0.99889403224999
"362",2011,7,185.54693877551,0.996369709315359,0.999969316876674
"415",2011,8,209.540909090909,1,0.99999914964089
"468",2011,9,250.602857142857,0.998507864472252,0.999999976433636
"521",2011,10,257.193103448276,0.997572394440778,0.999999999346896
"574",2011,11,259.24,0.997436878503927,0.9999999999819
"627",2011,12,271.672727272727,0.996477211641902,0.999999999999498
"45",2012,1,0,1.85073680693763e-10,0
"98",2012,2,9.60882352941177,0.00711739187139475,0.0058746433711491
"151",2012,3,44.5350364963504,0.640123563435624,0.0592813405137314
"204",2012,4,83.6217532467532,0.971016455568342,0.401917686571366
"257",2012,5,121.388629283489,0.976925941370069,0.877545293480712
"310",2012,6,151.114406779661,0.986351842501966,0.987083585624361
"363",2012,7,176.929247910864,0.995964224952334,0.998774431601416
"416",2012,8,198.782671480144,1,0.999884945855719
"469",2012,9,236.666233766234,0.999616759573894,0.999989209796147
"522",2012,10,248.442553191489,0.998838021415446,0.999998988150328
"575",2012,11,242.772727272727,0.998130052071094,0.999999905114797
"628",2012,12,260.157894736842,0.997781292770213,0.999999991102241
"46",2013,1,0,1.77659644873091e-10,0
"99",2013,2,15.9820512820513,0.0410476867382118,0.000820268557727136
"152",2013,3,55.0141133896261,0.779227969259086,0.0304352128750491
"205",2013,4,94.6011682242991,0.933913510668247,0.545514673004958
"258",2013,5,125.9416,0.946184415150181,0.978676161744884
"311",2013,6,150.800449438202,0.966255131700567,0.999430502385828
"364",2013,7,171.562790697674,0.985094130109313,0.999985097958218
"417",2013,8,194.951072961373,0.998744295552785,0.99999961026894
"470",2013,9,208.844210526316,1,0.999999989807561
"523",2013,10,222.670588235294,0.998619101508102,0.999999999733442
"576",2013,11,256.814285714286,0.99372509302604,0.999999999993029
"629",2013,12,242.557142857143,0.991485512645344,0.999999999999818
"47",2014,1,0,1.75284757209915e-10,0
"100",2014,2,12.7028846153846,0.0120628956849287,5.8997662860267e-05
"153",2014,3,44.8262325581395,0.544882596087969,0.00975736262162934
"206",2014,4,103.40415896488,0.924747878214726,0.622012251714868
"259",2014,5,139.35593220339,0.946538322015163,0.996374474326601
"312",2014,6,166.148582995951,0.970476456803955,0.999978212442961
"365",2014,7,185.819892473118,0.988128715921383,0.999999869536943
"418",2014,8,206.703649635036,0.998766150911145,0.999999999218809
"471",2014,9,224.981012658228,1,0.999999999995322
"524",2014,10,243.384745762712,0.999111826599611,0.999999999999972
"577",2014,11,264.790909090909,0.998006085466763,1
"630",2014,12,309.233333333333,0.993229661028979,1
"48",2015,1,0,1.75517348612417e-10,0
"101",2015,2,21.4,0.117836007960749,0.000375846834735455
"154",2015,3,46.9355633802817,0.686311507045359,0.01971815773512
"207",2015,4,95.2303879310345,0.924682607344786,0.518329915147644
"260",2015,5,140.20390070922,0.956079800255776,0.982926474395023
"313",2015,6,168.545867768595,0.980310463584358,0.999675421334874
"366",2015,7,202.005439330544,0.997328810989859,0.999993931000558
"419",2015,8,216.423312883436,0.999975262701806,0.999999886556802
"472",2015,9,227.756157635468,1,0.999999997879505
"525",2015,10,248.305769230769,0.999185193322291,0.999999999960363
"578",2015,11,266.2375,0.996488656144589,0.999999999999259
"631",2015,12,276.525,0.993105579918537,0.999999999999986
"49",2016,1,0,1.75776633323921e-10,0
"102",2016,2,10.5578947368421,0.00426565082380091,0.00112574912590324
"155",2016,3,48.2623207301173,0.633127849981327,0.0358663970773247
"208",2016,4,93.361013215859,0.924874019492223,0.551150958481411
"261",2016,5,134.471755725191,0.948149154143265,0.975921745638084
"314",2016,6,159.802490421456,0.976313379443938,0.999253094302262
"367",2016,7,189.296698113208,0.995093287553345,0.999977355605935
"420",2016,8,212.002620087336,1,0.99999931395831
"473",2016,9,217.09375,0.999928386898276,0.999999979215908
"526",2016,10,239.635211267606,0.998998899420367,0.999999999370332
"579",2016,11,227.126666666667,0.999246193334893,0.999999999980924
"632",2016,12,272.6,0.995943544291874,0.999999999999422
"50",2017,1,0,1.82440752494175e-10,0
"103",2017,2,16.6214285714286,0.0503122955223595,0.00100674095617364
"156",2017,3,44.1194805194805,0.643658526523898,0.0313020752978217
"209",2017,4,85.909186351706,0.958097740936146,0.508872279329901
"262",2017,5,124.113383297645,0.969944471248707,0.970780216864496
"315",2017,6,152.536165048544,0.987565535003019,0.999062181043821
"368",2017,7,174.657073170732,0.997443153625309,0.999970725856963
"421",2017,8,199.345769230769,1,0.9999990870081
"474",2017,9,209.840540540541,0.999863312082242,0.999999971526705
"527",2017,10,210.428571428571,0.999777228996506,0.99999999911201
"580",2017,11,225.351851851852,0.999336296904023,0.999999999972306
"633",2017,12,245.38,0.998245270889198,0.999999999999136
"51",2018,1,0,1.76622597901205e-10,0
"104",2018,2,22.9714285714286,0.138478203124464,0.000586689382352001
"157",2018,3,54.6819830713422,0.814788742338758,0.0403264653300671
"210",2018,4,99.045,0.931400593821203,0.750495702137327
"263",2018,5,128.416909090909,0.949933161700603,0.995377106062841
"316",2018,6,151.029194187583,0.971158799204725,0.999935122431416
"369",2018,7,180.170588235294,0.995489001697358,0.99999909360227
"422",2018,8,198.834426229508,1,0.999999987337611
"475",2018,9,215.696638655462,0.999638191374767,0.999999999823106
"528",2018,10,227.377192982456,0.998967113134355,0.999999999997529
"581",2018,11,225.203125,0.998719724378093,0.999999999999966
"634",2018,12,256.1,0.996732419144837,1
"52",2019,1,0,1.77059713880867e-10,0
"105",2019,2,16.6214285714286,0.0509626144595813,0.00163376646781807
"158",2019,3,44.883908045977,0.591503924353809,0.0496939235867543
"211",2019,4,93.3985981308411,0.930642469854875,0.625610014675819
"264",2019,5,132.123699421965,0.951258401724323,0.981616728786878
"317",2019,6,152.704035874439,0.971676214937732,0.999414284511633
"370",2019,7,173.978291814947,0.989887571531653,0.999981660246101
"423",2019,8,200.896071428571,1,0.999999426066557
"476",2019,9,215.835714285714,0.998985653282004,0.999999982039348
"529",2019,10,233.256756756757,0.997567825462428,0.99999999943794
"582",2019,11,223.25,0.997200056655659,0.999999999982411
"635",2019,12,229.066666666667,0.996771219351764,0.99999999999945
"53",2020,1,0,1.77487738670063e-10,0
"106",2020,2,18.7380952380952,0.0726471848960888,0.00107573226878124
"159",2020,3,47.8951238789332,0.686136203393427,0.040440821404881
"212",2020,4,92.7842614941824,0.933527870940582,0.628325998714349
"265",2020,5,128.217997270173,0.95235989469667,0.982591350571405
"318",2020,6,152.089798370189,0.975212168097229,0.999470529328956
"371",2020,7,176.268651073657,0.994322973521618,0.999983826568445
"424",2020,8,199.69208896295,1,0.999999500137423
"477",2020,9,213.790964493906,0.999433701976145,0.999999984463053
"530",2020,10,223.687507055928,0.99874636802866,0.999999999515826
"583",2020,11,224.601658950617,0.998196836256692,0.999999999984894
"636",2020,12,243.515555555556,0.996656818695468,0.999999999999528
